"Provider.State","DRG.Definition","Discharges","Total.Payments","Medicare.Payments","Covered.Charges","Total.Payments.quantile","Medicare.Payments.quantile","Covered.Charges.quantile"
"DE","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",101,7325.26455445545,6154.82643564356,20187.2504950495,6,6,4
"DC","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",97,9375.22536082474,8055.79783505155,31791.1298969072,7,7,7
"FL","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",1722,6322.14484901278,5344.27597560976,30292.0091114983,4,5,6
"GA","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",440,6591.56975,5371.11843181818,19553.9664772727,5,5,4
"HI","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",16,10018.68,6787.75,26553.5,7,6,6
"ID","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",28,6231.81607142857,4965.92464285714,18957.2796428571,4,4,4
"IL","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",1019,7292.09729146222,5983.1318155054,25994.4746025515,6,5,6
"IN","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",444,6743.49871621622,5381.79182432432,21941.5921621622,5,5,5
"IA","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",177,7149.09288135593,5423.20429378531,20405.803559322,5,5,4
"KS","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",110,7091.01118181818,5622.93072727273,30225.2052727273,5,5,6
"KY","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",260,6228.38388461538,5360.94657692308,18110.5882307692,4,5,4
"LA","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",225,6579.81906666667,5006.35217777778,27037.9212888889,5,4,6
"ME","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",80,6764.382125,5354.08575,14256.883375,5,5,2
"MD","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",646,9443.81455108359,8487.47574303406,10012.6725386997,7,7,1
"MA","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",594,8410.34915824916,7464.26912457912,19359.0856734007,6,7,4
"MI","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",905,7268.47388950276,6228.90148066298,17950.8300662983,6,6,4
"MN","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",352,7805.82778409091,6234.07025568182,22155.969375,6,6,5
"MS","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",186,6072.62032258064,5049.19333333333,21230.8228494624,4,4,5
"MO","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",463,6325.42267818575,5274.416587473,21548.9142116631,4,4,5
"NE","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",100,6750.2353,5717.3567,24143.5671,5,5,5
"NV","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",92,6727.92989130435,6060.75793478261,37767.28,5,5,7
"NH","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",103,6437.55155339806,5785.97757281553,17092.6942718447,5,5,3
"NJ","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",685,7240.90350364964,6527.10291970803,48731.897270073,6,6,8
"NM","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",29,6952.6175862069,5536.27344827586,20781.514137931,5,5,4
"NY","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",1124,9189.61279359431,8036.65529359431,27647.5745729537,7,7,6
"NC","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",617,7356.9604376013,6356.73891410049,19173.4164991896,6,6,4
"ND","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",36,6211.41055555556,5281.965,11195.1930555556,4,4,1
"OH","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",835,6665.49178443114,5760.91790419162,23685.9979161677,5,5,5
"OK","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",208,6595.02149038462,5616.29423076923,30083.8719711538,5,5,6
"OR","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",34,9595.08352941176,7455.93764705882,18954.1426470588,7,7,4
"PA","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",819,7328.37910866911,6278.1089010989,36429.1084737485,6,6,7
"RI","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",47,9985.33404255319,7912.46021276596,38435.2719148936,7,7,8
"SC","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",284,6636.87313380282,5541.34852112676,26317.7508098592,5,5,6
"SD","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",13,6036.38,5516.38,26696,4,5,6
"TN","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",489,6142.03251533742,5161.5454192229,20432.9251738241,4,4,4
"TX","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",968,6795.24170454545,5659.60419421488,30976.5990392562,5,5,7
"UT","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",41,8522.30853658537,7660.29170731707,24377.0941463415,7,7,5
"VT","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",21,24526.71,7767.66,15319.8,10,7,3
"VA","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",441,7690.1753968254,6087.5920861678,24847.9223356009,6,5,5
"WA","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",222,7400.69869369369,6054.17166666667,25219.3521621622,6,5,6
"WV","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",186,6076.02865591398,5041.07075268817,12132.4956989247,4,4,2
"WI","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",211,7873.81199052133,6221.49938388626,22325.766492891,6,6,5
"AL","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",692,31717.4224566474,29726.5394508671,141236.645130058,10,10,10
"AK","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",36,65350.8819444444,60045.3547222222,149573.165,10,10,10
"AZ","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",674,37510.1577744807,35271.4662017804,144761.61731454,10,10,10
"AR","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",462,31673.3081818182,29832.8572510823,102328.628593074,10,10,10
"CA","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",2439,49384.0700082001,47481.5399138991,258766.798072981,10,10,10
"CO","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",406,34874.8223399015,32063.8413546798,134163.878423645,10,10,10
"CT","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",530,42389.9373018868,40158.4400943396,113177.796943396,10,10,10
"DE","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",144,40345.814375,38113.7679166667,90078.2458333333,10,10,10
"DC","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",143,48486.6434965035,45987.0720979021,153583.434755245,10,10,10
"FL","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",2910,34048.9049690722,31596.2906013746,165071.055934708,10,10,10
"GA","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",965,36336.6083005181,34001.6766632124,122672.558569948,10,10,10
"HI","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",54,47177.4388888889,45275.3511111111,138653.683148148,10,10,10
"ID","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",140,35139.004,31159.9265,79824.2680714286,10,10,10
"IL","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",1888,38296.7538612288,34989.8925370763,133297.267960805,10,10,10
"IN","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",1001,35073.6793206793,32242.4520579421,102319.378181818,10,10,10
"IA","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",391,32145.0078772379,30154.7216112532,91015.5573913043,10,10,10
"KS","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",417,34515.8506954436,32534.7525179856,129229.844220624,10,10,10
"KY","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",766,33614.2509268929,32053.9430939948,93365.0417101828,10,10,10
"LA","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",535,32594.3956448598,30477.7261121495,118324.746074766,10,10,10
"ME","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",126,35545.208968254,34111.8750793651,76170.2816666667,10,10,10
"MD","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",828,44717.688852657,42979.9914734299,47514.9778743961,10,10,8
"MA","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",855,41854.5905263158,40424.4559649123,89292.6534269006,10,10,10
"MI","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",1471,36969.9134942216,35549.7464921822,89888.1111216859,10,10,10
"MN","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",616,42804.1388311688,38750.6957954545,112968.981688312,10,10,10
"MS","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",486,35304.3048971193,33017.4263168724,128872.421213992,10,10,10
"MO","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",1014,34419.2677810651,32491.1090828402,114858.773925049,10,10,10
"MT","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",120,31705.02825,30216.4199166667,72271.0296666667,10,10,10
"NE","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",348,38147.2079885057,36083.6070689655,124250.509166667,10,10,10
"NV","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",282,41328.2268085106,36426.4503900709,218114.23287234,10,10,10
"NH","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",202,38636.3733168317,37435.8528217822,96025.4808910891,10,10,10
"NJ","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",1554,38016.1773873874,36435.1964864865,207153.695714286,10,10,10
"NM","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",147,39167.0442857143,37299.8239455782,100331.002857143,10,10,10
"NY","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",2041,46905.420166585,43754.8441499265,128516.603424792,10,10,10
"NC","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",1280,37641.093546875,35798.860796875,94398.3658828125,10,10,10
"ND","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",176,32392.9380681818,31102.8707954545,59486.2210795455,10,10,9
"OH","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",1503,35191.3591350632,32419.6943646041,111033.815834997,10,10,10
"OK","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",571,35277.1978809107,33053.5367775832,126295.60938704,10,10,10
"OR","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",233,50154.1841630901,45021.2313733906,116613.153905579,10,10,10
"PA","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",1613,36035.5706323621,33195.4177061376,156224.756398016,10,10,10
"RI","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",126,40647.0507142857,38877.8198412698,100327.454047619,10,10,10
"SC","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",646,41030.5298297214,37648.8984674923,152247.185232198,10,10,10
"SD","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",189,39563.2675132275,37345.6487301587,116211.357936508,10,10,10
"TN","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",917,33529.0068920393,30334.7616030534,110867.46257361,10,10,10
"TX","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",2661,36010.1596166855,33226.405527997,150282.697794062,10,10,10
"UT","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",138,39048.0697826087,34067.5768115942,89859.4665217391,10,10,10
"VT","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",39,45315.0723076923,43928.4046153846,71637.0741025641,10,10,9
"VA","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",950,37200.3619052632,34084.4646210526,126901.607726316,10,10,10
"WA","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",645,41484.0211937984,39415.2561550388,125961.381162791,10,10,10
"WV","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",262,33996.241259542,32816.2451908397,84531.7032442748,10,10,10
"WI","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",580,38675.5220517241,36583.7622068966,105330.997189655,10,10,10
"WY","329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC",38,48928.4968421053,36150.13,106868.232631579,10,10,10
"AL","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",990,15272.8036969697,13183.3987676768,66678.8571818182,9,9,9
"AK","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",87,29368.5587356322,28143.0656321839,77620.8455172414,10,10,10
"AZ","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",1059,17972.3903021719,16053.4031633617,69910.7920302172,10,10,9
"AR","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",744,15401.1045967742,13800.2272311828,50771.2511693548,9,9,9
"CA","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",3272,22968.2932518337,21184.5958649144,124614.980247555,10,10,10
"CO","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",694,17022.3249711816,15037.9548414986,71150.8822766571,9,9,9
"CT","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",818,20526.2411246944,18758.8187041565,55818.4764180929,10,10,9
"DE","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",251,18771.2552589641,16738.2725099602,41575.0007968128,10,10,8
"DC","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",166,21634.5356626506,20035.0174698795,67712.3740963855,10,10,9
"FL","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",3778,16250.5691768131,14243.3185309688,85506.1266490206,9,9,10
"GA","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",1443,16526.9425710326,14606.5608593209,55875.5295911296,9,9,9
"HI","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",81,23058.7339506173,18655.0340740741,54439.8233333333,10,10,9
"ID","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",204,17341.637745098,15596.5205392157,44362.5825,10,9,8
"IL","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",2438,18643.876804758,16208.8053896637,67252.8304429861,10,10,9
"IN","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",1263,16753.5347426762,14447.8804671417,55270.6709501188,9,9,9
"IA","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",573,15878.8313961606,14106.2135253054,45137.705026178,9,9,8
"KS","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",570,15918.4076315789,13813.4029473684,61312.584245614,9,9,9
"KY","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",1007,16803.7472194638,14806.4523435948,47576.0228500497,9,9,8
"LA","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",681,16298.6643465492,14210.7020998532,62941.9817033774,9,9,9
"ME","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",299,17722.5980602007,15247.2124749164,40734.4246153846,10,9,8
"MD","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",1173,24136.6599147485,22181.9714151748,25611.6139130435,10,10,6
"MA","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",1421,20782.1618789585,19215.0090921886,47736.4176002815,10,10,8
"MI","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",1796,18517.7612305122,17018.3697048998,46238.2924832962,10,10,8
"MN","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",995,19581.5003015075,16957.3049849246,50424.1391557789,10,10,9
"MS","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",661,15912.1708320726,14262.4303933434,57555.2768381241,9,9,9
"MO","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",1452,15665.1714187328,14074.1080716253,51512.6435399449,9,9,9
"MT","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",199,16724.047638191,14675.59040201,36742.121758794,9,9,7
"NE","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",441,17044.9221315193,15189.0474376417,58606.4899319728,9,9,9
"NV","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",358,17625.6067318436,15035.9914804469,90065.2413687151,10,9,10
"NH","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",277,18350.8733212996,17126.3050902527,51654.3112635379,10,10,9
"NJ","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",1732,18725.4915300231,16836.7523036951,104703.708926097,10,10,10
"NM","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",207,19876.4546859903,17611.2945410628,55405.9871980676,10,10,9
"NY","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",2523,21855.1518588981,19847.1686286167,61440.1532897344,10,10,9
"NC","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",1836,18338.4744607843,16255.195996732,48046.9844553377,10,10,8
"ND","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",179,16418.921396648,14757.6931284916,29832.917877095,9,9,6
"OH","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",1789,16644.2325656792,14822.6563946339,54233.8484684181,9,9,9
"OK","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",683,15834.4995461201,14127.3179941435,51901.9134114202,9,9,9
"OR","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",407,19111.0396805897,16688.6104422604,48071.8821621622,10,10,8
"PA","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",2105,17879.3551448931,16015.6474061758,79690.9856484561,10,10,10
"RI","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",193,18415.0167357513,17074.8415544041,43939.3847150259,10,10,8
"SC","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",908,17808.0707599119,15983.2807709251,73079.6517731278,10,10,10
"SD","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",299,17972.5505016722,15948.5158528428,56425.0173244147,10,10,9
"TN","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",1189,16163.3231875526,13696.5443566022,56060.4142388562,9,9,9
"TX","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",3392,16870.1948054245,14975.612214033,68143.1418661557,9,9,9
"UT","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",239,17750.4017573222,14357.2137238494,40235.8521338912,10,9,8
"VT","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",86,22734.7287209302,20146.6812790698,38448.5108139535,10,10,8
"VA","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",1390,17352.9734892086,15009.5582733813,57851.101942446,10,9,9
"WA","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",979,19282.025587334,16997.7516241062,62418.7977425945,10,10,9
"WV","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",343,16274.8972886297,14659.4180174927,42200.8401749271,9,9,8
"WI","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",1037,18325.4861041466,16126.4267888139,52359.7404435873,10,10,9
"WY","330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC",59,21497.9988135593,19063.5572881356,51273.7625423729,10,10,9
"AL","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",400,7578.4975,6469.16285,27268.245575,6,6,6
"AZ","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",574,8941.27008710801,8043.60731707317,29887.7663414634,7,7,6
"AR","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",191,7555.30497382199,6658.24884816754,23536.5556020942,6,6,5
"CA","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",1726,10744.9603707995,9909.40298377752,59925.5858227115,8,8,9
"CO","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",265,8028.19656603774,7085.79973584906,30856.4832075472,6,6,7
"CT","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",471,10692.7206369427,9939.65866242038,29465.2267728238,8,8,6
"DE","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",143,9259.71853146853,8599.25769230769,22335.0905594406,7,7,5
"DC","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",71,10433.2770422535,9461.16690140845,25931.273943662,8,8,6
"FL","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",2826,7964.08050601557,7169.84893135173,37961.5745506016,6,6,7
"GA","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",546,7980.00122710623,7213.19994505494,27148.0700915751,6,6,6
"ID","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",50,7742.0582,7044.7178,21117.495,6,6,5
"IL","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",1856,8669.06210668103,7754.0769450431,27275.5908674569,7,7,6
"IN","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",765,7929.36962091503,7112.24784313726,23333.3016993464,6,6,5
"IA","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",290,7888.08855172414,7181.52662068965,19823.8093448276,6,6,4
"KS","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",218,7696.21169724771,6804.48206422018,28668.1643119266,6,6,6
"KY","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",405,7854.42664197531,7046.81797530864,20039.4878518519,6,6,4
"LA","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",251,7744.88079681275,6810.06342629482,25235.9778884462,6,6,6
"ME","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",166,8145.33969879518,7636.67078313253,16978.0746385542,6,7,3
"MD","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",819,10733.6950549451,10100.2722588523,11342.2136141636,8,8,2
"MA","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",1182,9740.39588832487,9021.62038071066,17257.6843147208,7,7,3
"MI","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",1207,8997.44518641259,8317.15971002485,20900.467928749,7,7,5
"MN","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",506,8772.58727272727,7917.65705533597,23337.2994466403,7,7,5
"MS","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",205,7274.92765853659,6419.81985365854,21129.4936097561,6,6,5
"MO","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",885,7655.18859887006,6951.034,24803.9541468927,6,6,5
"MT","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",70,7783.38271428571,7106.15157142857,15159.8244285714,6,6,3
"NE","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",131,8131.88328244275,6956.53809160305,23432.0425954198,6,6,5
"NV","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",126,9022.91706349206,8114.48785714286,47434.2878571429,7,7,8
"NH","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",125,8267.53096,7778.93064,19336.87688,6,7,4
"NJ","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",1486,9525.67471063257,8749.74714670256,62242.3902893674,7,7,9
"NM","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",141,8929.08936170213,7829.17397163121,25840.8771631206,7,7,6
"NY","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",1951,11268.5644951307,10454.1873552025,34116.95079959,8,8,7
"NC","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",932,9005.32365879828,8031.58041845494,19451.141276824,7,7,4
"ND","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",30,8192.66033333333,7553.32833333333,14297.2593333333,6,7,2
"OH","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",1141,7806.68822962314,7180.44931638913,20719.7196143734,6,6,4
"OK","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",299,7861.56143812709,7010.34739130435,25816.6548494983,6,6,6
"OR","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",104,9382.78461538461,8414.24538461538,23165.7944230769,7,7,5
"PA","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",1250,8866.687056,8021.806128,35954.655104,7,7,7
"RI","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",170,9837.27623529412,9351.30105882353,27794.4642352941,7,8,6
"SC","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",357,8699.23131652661,7533.44406162465,32172.098767507,7,7,7
"SD","372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC",38,8261.81526315789,7899.62947368421,24589.2621052632,6,7,5
